gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype	q_val	zscore
Slc39a10	0.303149225601132	-0.0200581382766397	0.308	0.321	1	Cck+/Vip+	0.757966219082268	-0.261459698967519
Larp4b	0.303186720949803	0.0142392909559001	0.164	0.157	1	Cck+/Vip+	0.757966219082268	0.709064782294928
Snx4	0.303209683378213	-0.0413811369615863	0.561	0.57	1	Cck+/Vip+	0.757966219082268	-0.864842888341773
AABR07056438.1	0.303247370959404	0.00265548493006556	0.012	0.011	1	Cck+/Vip+	0.757966219082268	0.381274403078936
Dmwd	0.303249034980664	0.00906353958033533	0.023	0.017	1	Cck+/Vip+	0.757966219082268	0.562605017487027
Spag7	0.303249793286728	-0.015646899359582	0.077	0.088	1	Cck+/Vip+	0.757966219082268	-0.136633568919255
Dpf1	0.303254952806729	-0.017731123200516	0.266	0.273	1	Cck+/Vip+	0.757966219082268	-0.195611466310415
Eps8	0.303269072499707	-0.0306402789721366	0.176	0.179	1	Cck+/Vip+	0.757966219082268	-0.560905658590622
Sox15	0.30331081183295	-0.00640542514703535	0.007	0.011	1	Cck+/Vip+	0.757966219082268	0.124875155405852
Map2k7	0.303382651755649	0.00372113385445343	0.008	0.006	1	Cck+/Vip+	0.757966219082268	0.411429385323733
Srf	0.303458451277201	-0.00944518313679855	0.063	0.065	1	Cck+/Vip+	0.757966219082268	0.0388582260851164
Natd1	0.303491692405761	-0.0115932703263045	0.042	0.049	1	Cck+/Vip+	0.757966219082268	-0.0219268313361505
Ephb3	0.303502224667672	0.00630859080318202	0.026	0.024	1	Cck+/Vip+	0.757966219082268	0.484647418545046
Scd	0.303834032443177	0.00380313161008564	0.003	0.001	1	Cck+/Vip+	0.758647155365683	0.413749700024583
Ptpn14	0.303906943858075	-0.00592789637956639	0.01	0.011	1	Cck+/Vip+	0.758647155365683	0.138387927928639
Pik3cd	0.303923017526411	-0.0144643061810598	0.039	0.046	1	Cck+/Vip+	0.758647155365683	-0.103169380587587
Tmem130	0.30409228780694	-0.093329082490881	0.824	0.866	1	Cck+/Vip+	0.758864845369108	-2.33482924054439
Arhgef15	0.304109011516376	-0.00626817088282458	0.01	0.014	1	Cck+/Vip+	0.758864845369108	0.128759079844359
Rnf139	0.304171204039008	0.0198721340375983	0.141	0.124	1	Cck+/Vip+	0.758896781236654	0.86845900606699
Hdgfl2	0.304247133878522	-0.0483905716205516	0.266	0.305	1	Cck+/Vip+	0.758962975305993	-1.06319093041255
Ergic2	0.304417071391194	-0.00726792337464571	0.272	0.267	1	Cck+/Vip+	0.759059105149438	0.100468788407735
Traf4	0.304440321129922	-0.00809982979125733	0.045	0.051	1	Cck+/Vip+	0.759059105149438	0.0769280869176392
Plaa	0.304478372152615	-0.029944440971538	0.195	0.207	1	Cck+/Vip+	0.759059105149438	-0.541215325242462
L2hgdh	0.304483289835719	0.0118213283080903	0.064	0.053	1	Cck+/Vip+	0.759059105149438	0.640642979349675
Slc25a30	0.304624910379714	0.0140960168197119	0.066	0.055	1	Cck+/Vip+	0.759154242349318	0.705010511761717
Rpsa	0.304658187199699	-0.012154357648975	0.444	0.441	1	Cck+/Vip+	0.759154242349318	-0.0378040849660255
Sparcl1	0.304669686170652	-0.0232174850708391	0.418	0.4	1	Cck+/Vip+	0.759154242349318	-0.350860667995817
Sin3a	0.304761773901218	-0.0330993490930297	0.107	0.122	1	Cck+/Vip+	0.759191357052642	-0.630490691838638
Ptpa	0.304797367334698	-0.0231082986213075	0.253	0.271	1	Cck+/Vip+	0.759191357052642	-0.347770986796271
Cd300lf	0.304866979010373	0.0052480715026107	0.007	0.003	1	Cck+/Vip+	0.759191357052642	0.4546375907799
Ddx47	0.304964163543265	-0.0159420654640936	0.131	0.142	1	Cck+/Vip+	0.759191357052642	-0.14498597132601
Cdc23	0.304991157906104	-0.0252593756762899	0.276	0.293	1	Cck+/Vip+	0.759191357052642	-0.408640649323679
Tstd2	0.305012426703039	-0.0153233291666063	0.083	0.094	1	Cck+/Vip+	0.759191357052642	-0.127477407634963
Pml	0.305030476899633	-0.00747845572249342	0.019	0.021	1	Cck+/Vip+	0.759191357052642	0.094511292401299
March10	0.305155987431131	-0.00582813148450116	0.018	0.022	1	Cck+/Vip+	0.759380724148347	0.14121100461975
AABR07032622.1	0.305259076339247	0.0343080707157935	0.246	0.236	1	Cck+/Vip+	0.759391284365185	1.27695696844052
Tcte3	0.305282010848093	0.0140236149259592	0.075	0.063	1	Cck+/Vip+	0.759391284365185	0.702961733997636
Upf3a	0.305370749154184	0.0221986742232355	0.122	0.114	1	Cck+/Vip+	0.759391284365185	0.934293800607787
Hcfc1	0.305449724064374	-0.0319666865848165	0.121	0.142	1	Cck+/Vip+	0.759391284365185	-0.598439406426667
Mansc1	0.305476980562367	-0.00403814772880598	0.002	0.004	1	Cck+/Vip+	0.759391284365185	0.191862703444922
Coq10a	0.305492234671774	-0.0134362181779722	0.27	0.282	1	Cck+/Vip+	0.759391284365185	-0.0740772708226345
Klhl21	0.305515604098192	0.0111568700617995	0.044	0.038	1	Cck+/Vip+	0.759391284365185	0.621840608173992
Kif4a	0.30555726494505	0.00280919768107945	0.003	0.001	1	Cck+/Vip+	0.759391284365185	0.385624058177856
Kmt5a	0.305667372159243	0.0104338944190007	0.1	0.096	1	Cck+/Vip+	0.759391284365185	0.601382352952141
Usp20	0.305691326926621	-0.0254212926366828	0.261	0.295	1	Cck+/Vip+	0.759391284365185	-0.413222461357679
Lrrc42	0.305706512412093	-0.0229993074600614	0.259	0.28	1	Cck+/Vip+	0.759391284365185	-0.344686831726998
Tbca	0.305753351020765	0.0420310755423818	0.412	0.378	1	Cck+/Vip+	0.759391284365185	1.49549711622515
Gvin1	0.305985740097055	0.00263068535223032	0.003	0.002	1	Cck+/Vip+	0.759845629683393	0.38057264210289
Nup88	0.306110106463841	-0.0148848733017796	0.153	0.17	1	Cck+/Vip+	0.760031621801948	-0.115070292574465
Usp29	0.306274482684514	-0.0407554805111322	0.333	0.356	1	Cck+/Vip+	0.760316877034234	-0.847138503039058
Rasa4	0.306435775755885	-0.009248483287712	0.013	0.017	1	Cck+/Vip+	0.760594387514284	0.044424299790081
Gabra1	0.306501100383404	-0.0448303018734174	0.457	0.478	1	Cck+/Vip+	0.760633646630693	-0.9624449262131
LOC100912481	0.306680086825217	0.0122864188488482	0.02	0.011	1	Cck+/Vip+	0.760763247432547	0.65380378369885
AABR07034550.1	0.306777245967382	0.00542809334473205	0.006	0.002	1	Cck+/Vip+	0.760763247432547	0.459731721997612
Egfl6	0.306874500369669	-0.00370151591412399	0.019	0.02	1	Cck+/Vip+	0.760763247432547	0.201388473295063
Chrm4	0.306880354716865	-0.00973052065891848	0.055	0.062	1	Cck+/Vip+	0.760763247432547	0.0307839459761739
Rgs20	0.306925461994237	-0.0314322389276899	0.102	0.124	1	Cck+/Vip+	0.760763247432547	-0.583315983278012
Mybph	0.306973673699143	-0.00252065977075901	0.001	0.002	1	Cck+/Vip+	0.760763247432547	0.23480350823003
Fam3a	0.307024562393913	-0.0222955383108971	0.086	0.101	1	Cck+/Vip+	0.760763247432547	-0.324772068326213
Polr1b	0.30706343954953	0.0132846265385762	0.063	0.055	1	Cck+/Vip+	0.760763247432547	0.682050361414544
Tlk1	0.307088228615219	-0.0167596341727364	0.176	0.177	1	Cck+/Vip+	0.760763247432547	-0.168120954460523
LOC100910678	0.307098708137441	-0.0050811957222838	0.047	0.05	1	Cck+/Vip+	0.760763247432547	0.162347266414981
Pde9a	0.307102337618813	-0.0497297882229805	0.339	0.373	1	Cck+/Vip+	0.760763247432547	-1.10108713801336
Phf5a	0.307158754777315	-0.00986722653100372	0.095	0.106	1	Cck+/Vip+	0.760763247432547	0.0269155395515553
Zscan12	0.307197031181432	0.0156046817969872	0.066	0.058	1	Cck+/Vip+	0.760763247432547	0.747701650054956
Tsen2	0.307279074052472	-0.0173154704452914	0.173	0.188	1	Cck+/Vip+	0.760826087504441	-0.183849617574914
Pdhx	0.307342177487895	-0.0151176119210146	0.182	0.19	1	Cck+/Vip+	0.760826087504441	-0.121656165998718
Lrrc4c	0.307370966228851	-0.0680956152556851	0.849	0.86	1	Cck+/Vip+	0.760826087504441	-1.62079036804322
Pltp	0.307570981620266	0.00763182554374777	0.028	0.024	1	Cck+/Vip+	0.761045040794911	0.52209138268209
Ptcd2	0.307616653589124	-0.0153521689359381	0.068	0.082	1	Cck+/Vip+	0.761045040794911	-0.128293495102647
Kars	0.307654337474055	-0.0199386268136952	0.095	0.107	1	Cck+/Vip+	0.761045040794911	-0.258077847814982
LOC100909824	0.307698157381284	-0.0100953386416679	0.022	0.028	1	Cck+/Vip+	0.761045040794911	0.020460583806301
Rps16	0.307741545744708	0.0572197949214711	0.304	0.275	1	Cck+/Vip+	0.761045040794911	1.92529679294395
Utp4	0.307761078187323	0.0177332937062501	0.113	0.101	1	Cck+/Vip+	0.761045040794911	0.807935609721135
Ttyh3	0.307820449866949	-0.0387352378871372	0.314	0.33	1	Cck+/Vip+	0.761045040794911	-0.789971101033989
Ankrd34c	0.307876526099861	-0.00412591770469055	0.012	0.015	1	Cck+/Vip+	0.761045040794911	0.18937905052335
Rasgrp3	0.307926528636725	0.000860189663017857	0.01	0.009	1	Cck+/Vip+	0.761045040794911	0.330472402848804
Unc80	0.308054817432493	-0.0483832344125047	0.525	0.544	1	Cck+/Vip+	0.761045040794911	-1.06298330727015
Lxn	0.308095286890596	-0.00592789637956639	0.009	0.014	1	Cck+/Vip+	0.761045040794911	0.138387927928639
B3galt1	0.30816290317636	-0.00997588482994421	0.034	0.041	1	Cck+/Vip+	0.761045040794911	0.0238408035852215
Sptbn1	0.308180291443902	-0.0698239423051599	0.657	0.694	1	Cck+/Vip+	0.761045040794911	-1.66969734884841
Hspa12a	0.308275432286283	0.0143587420630475	0.271	0.272	1	Cck+/Vip+	0.761045040794911	0.712444925541655
F8	0.308288755931822	-0.00778698452255786	0.017	0.023	1	Cck+/Vip+	0.761045040794911	0.0857807618531675
Tmem150c	0.308288803623579	0.00576151797837504	0.264	0.265	1	Cck+/Vip+	0.761045040794911	0.469166737298976
AABR07033921.1	0.308372667397782	-0.00408224422490693	0.007	0.01	1	Cck+/Vip+	0.761045040794911	0.190614891875323
Gprc5b	0.308462156567428	-0.0206337693054777	0.064	0.078	1	Cck+/Vip+	0.761045040794911	-0.277748500144825
Pde2a	0.308474633218886	-0.0652085572303195	0.279	0.322	1	Cck+/Vip+	0.761045040794911	-1.5390944346995
Ctla4	0.308501910129466	0.00354286263194669	0.009	0.007	1	Cck+/Vip+	0.761045040794911	0.406384791906124
Phrf1	0.308510309827308	-0.0294461696864051	0.186	0.203	1	Cck+/Vip+	0.761045040794911	-0.527115595573138
Cryzl1	0.308623790008506	-0.0270937023745387	0.397	0.426	1	Cck+/Vip+	0.761045040794911	-0.460547133486484
Asic4	0.308708183924191	-0.0569417862105463	0.1	0.124	1	Cck+/Vip+	0.761045040794911	-1.30516717440009
Avl9	0.308713634118309	-0.0310150445927204	0.216	0.237	1	Cck+/Vip+	0.761045040794911	-0.571510512005321
Cndp2	0.308719500835784	-0.0124112327396879	0.067	0.078	1	Cck+/Vip+	0.761045040794911	-0.0450729552499491
Prrt4	0.308825271471979	0.00913727705522151	0.027	0.021	1	Cck+/Vip+	0.761045040794911	0.564691588584771
LOC102555023	0.308877019892824	0.0104676950576727	0.023	0.017	1	Cck+/Vip+	0.761045040794911	0.602338819604235
Tmem8b	0.30888361723008	0.00685244991200481	0.017	0.014	1	Cck+/Vip+	0.761045040794911	0.500037160321065
Arrb1	0.308924601795041	-0.0357160725960644	0.339	0.352	1	Cck+/Vip+	0.761045040794911	-0.704536889388061
Pappa2	0.308952795809231	-0.0378465954317766	0.156	0.18	1	Cck+/Vip+	0.761045040794911	-0.764824923104175
Aldh4a1	0.309038452743334	-0.017769027354519	0.225	0.238	1	Cck+/Vip+	0.761045040794911	-0.196684051347388
Vcp	0.309044520275934	-0.0393079060248579	0.37	0.4	1	Cck+/Vip+	0.761045040794911	-0.806176060406559
Hjurp	0.309290753438115	0.00380313161008564	0.003	0.001	1	Cck+/Vip+	0.761517909094241	0.413749700024583
AABR07017159.2	0.309335672393723	0.00181457851663188	0.002	0.001	1	Cck+/Vip+	0.761517909094241	0.35747902602153
Zfp277	0.309393522707881	-0.0423019358668171	0.281	0.291	1	Cck+/Vip+	0.761538302288351	-0.890899006827712
Cdk19	0.309478765879503	0.0267950326427374	0.173	0.152	1	Cck+/Vip+	0.76162610267062	1.064358311873
Zfp868	0.309656617415968	-0.0117470504634	0.037	0.046	1	Cck+/Vip+	0.76178533881201	-0.026278393278918
Ankrd11	0.309681259426239	0.0115194753581224	0.438	0.431	1	Cck+/Vip+	0.76178533881201	0.632101357302761
Arpc5l	0.309692217275437	0.0608010970748844	0.35	0.316	1	Cck+/Vip+	0.76178533881201	2.02663795735367
Atg4d	0.310067943234633	-0.0379216091772931	0.223	0.239	1	Cck+/Vip+	0.762291457788515	-0.766947609208762
Kdm8	0.310071825629982	-0.00996079966869431	0.03	0.037	1	Cck+/Vip+	0.762291457788515	0.0242676728469833
Sult4a1	0.310126478678462	-0.021904801923724	0.26	0.282	1	Cck+/Vip+	0.762291457788515	-0.31371528541399
Tfe3	0.310130099377703	0.0115557045275791	0.021	0.015	1	Cck+/Vip+	0.762291457788515	0.633126544807491
Kpna2	0.310179258223018	0.00533844876515928	0.01	0.007	1	Cck+/Vip+	0.762291457788515	0.457195022862001
Ccnf	0.310195664806938	-0.00507276609072318	0.006	0.01	1	Cck+/Vip+	0.762291457788515	0.162585802188089
AABR07059009.1	0.31035547664681	-0.00922957125393199	0.009	0.015	1	Cck+/Vip+	0.762562217048071	0.0449594591937061
Sh2d5	0.310537977061908	0.00762087745729109	0.147	0.14	1	Cck+/Vip+	0.762654027763504	0.521781581447217
Rpl24	0.310582153541902	0.0483777771152947	0.261	0.222	1	Cck+/Vip+	0.762654027763504	1.67509160448886
Gna11	0.310624022468696	0.0112347459174479	0.062	0.052	1	Cck+/Vip+	0.762654027763504	0.624044284254015
Cdkl5	0.310692867658903	-0.0396040796896638	0.402	0.43	1	Cck+/Vip+	0.762654027763504	-0.814556974044443
Tmem106b	0.31069617673167	-0.0243642710719986	0.237	0.254	1	Cck+/Vip+	0.762654027763504	-0.383311610057633
Srp68	0.310707864782492	-0.0429349282166672	0.246	0.272	1	Cck+/Vip+	0.762654027763504	-0.908810978241549
AC126572.1	0.310740315920303	0.00181457851663188	0.002	0.001	1	Cck+/Vip+	0.762654027763504	0.35747902602153
Hsd17b2	0.310955775214478	-0.00369120347869661	0.001	0.003	1	Cck+/Vip+	0.763060937613039	0.201680287325084
LOC100361655	0.311022012250349	0.0155652448893176	0.08	0.068	1	Cck+/Vip+	0.763101596329345	0.746585692234936
Celf1	0.311123573643042	-0.0287554219052214	0.19	0.212	1	Cck+/Vip+	0.763228897565336	-0.507569301666641
Mybpc1	0.311238986599735	0.00096789366014793	0.01	0.01	1	Cck+/Vip+	0.763390132522083	0.333520134655053
Enam	0.311347491303806	0.00811267737372563	0.011	0.007	1	Cck+/Vip+	0.763439250553224	0.535698188885821
AABR07039000.1	0.31141589144072	-0.00378243716206899	0.01	0.012	1	Cck+/Vip+	0.763439250553224	0.199098620850075
AABR07015559.1	0.311428174758497	-0.00269521100497269	0.001	0.003	1	Cck+/Vip+	0.763439250553224	0.229864180419471
Plcl1	0.311508649071925	0.0111716208057895	0.054	0.044	1	Cck+/Vip+	0.763439250553224	0.622258014331814
Sugp2	0.311511707422286	-0.0366899860240321	0.195	0.227	1	Cck+/Vip+	0.763439250553224	-0.732096005205877
Xab2	0.311557153148185	0.0059510615866436	0.04	0.035	1	Cck+/Vip+	0.763439250553224	0.474530308744644
Cdk7	0.311673304934936	-0.0253447827874279	0.106	0.124	1	Cck+/Vip+	0.763482497948	-0.411057439563884
Tc2n	0.311694173450807	-0.00958207449441003	0.015	0.022	1	Cck+/Vip+	0.763482497948	0.0349845709217974
Proser3	0.311723881126517	-0.00722835597415028	0.032	0.038	1	Cck+/Vip+	0.763482497948	0.101588438821775
AABR07049499.1	0.312034374212431	0.00191930756759343	0.006	0.005	1	Cck+/Vip+	0.764068565830174	0.360442574897698
Tada2b	0.312062630212467	0.0154524632212862	0.113	0.103	1	Cck+/Vip+	0.764068565830174	0.743394276076017
Mrps25	0.312169055213143	-0.00390458008753963	0.205	0.216	1	Cck+/Vip+	0.764136035280047	0.1956423064255
Chaf1a	0.312189657215104	0.00747188574347791	0.021	0.015	1	Cck+/Vip+	0.764136035280047	0.517565518931845
Ythdf1	0.312345103559442	-0.0473881736863189	0.304	0.33	1	Cck+/Vip+	0.764269706039649	-1.03482578011094
Pon2	0.312349049494563	-0.00558660837177461	0.008	0.012	1	Cck+/Vip+	0.764269706039649	0.148045455449943
Slc30a5	0.312393501297123	-0.0358431801620101	0.19	0.207	1	Cck+/Vip+	0.764269706039649	-0.708133689709963
Dph1	0.312473790625225	-0.0137965738738229	0.088	0.096	1	Cck+/Vip+	0.764273714731445	-0.0842743623426502
Rtn2	0.312494628738801	-0.0236717155164593	0.153	0.169	1	Cck+/Vip+	0.764273714731445	-0.363714161026452
Cabin1	0.312619633611707	-0.0380300724801137	0.234	0.251	1	Cck+/Vip+	0.764457751203289	-0.770016827312319
Art3	0.312764259014319	-0.0104117573922131	0.017	0.025	1	Cck+/Vip+	0.764677428019701	0.0115067889999184
Golm1	0.312809010355625	0.00578574938397044	0.013	0.01	1	Cck+/Vip+	0.764677428019701	0.469852420537399
Accs	0.312905695036461	0.0118011353632452	0.025	0.018	1	Cck+/Vip+	0.76479209330897	0.640071573627454
Ttc12	0.313058927707541	-0.00537798706868822	0.003	0.007	1	Cck+/Vip+	0.764841162555044	0.153948874058534
LOC102555852	0.313200127728323	0.00811267737372563	0.014	0.008	1	Cck+/Vip+	0.764841162555044	0.535698188885821
Tent2	0.313420096193645	-0.024115263475507	0.274	0.272	1	Cck+/Vip+	0.764841162555044	-0.376265368580556
Snap29	0.313489533404218	-0.0199367044109152	0.12	0.128	1	Cck+/Vip+	0.764841162555044	-0.258023449015929
AABR07008788.1	0.313518722224736	-0.0173998361095296	0.109	0.12	1	Cck+/Vip+	0.764841162555044	-0.18623693768471
Vps36	0.313742337459496	0.0279598104491724	0.16	0.141	1	Cck+/Vip+	0.764841162555044	1.09731837336075
Mov10	0.313829364557668	-0.0123182295441909	0.129	0.133	1	Cck+/Vip+	0.764841162555044	-0.0424412163679037
Slc35d2	0.313899743832347	0.0065042630030541	0.011	0.007	1	Cck+/Vip+	0.764841162555044	0.490184412556777
Dhx58	0.31393252098196	-0.00511170185024609	0.011	0.015	1	Cck+/Vip+	0.764841162555044	0.161484025505139
Cfap65	0.313962265347279	0.00578894753392918	0.005	0.001	1	Cck+/Vip+	0.764841162555044	0.469942919531031
Msrb2	0.313990256375751	0.0222979656502066	0.075	0.062	1	Cck+/Vip+	0.764841162555044	0.937103479432446
Taf12	0.314031726176335	-0.0202378455209407	0.077	0.089	1	Cck+/Vip+	0.764841162555044	-0.266544927917823
Atp7b	0.314204844530355	-0.00643792948297794	0.012	0.015	1	Cck+/Vip+	0.764841162555044	0.123955370614824
Uaca	0.314367234841018	-0.00524430231503191	0.007	0.011	1	Cck+/Vip+	0.764841162555044	0.157731791002988
Ncapd2	0.314401404975529	-0.00636631896660103	0.025	0.025	1	Cck+/Vip+	0.764841162555044	0.125981754539648
Hapln2	0.314500427946506	0.0113218589111578	0.024	0.018	1	Cck+/Vip+	0.764841162555044	0.626509346357017
Pm20d2	0.314512989269217	0.00542809334473197	0.023	0.019	1	Cck+/Vip+	0.764841162555044	0.459731721997609
Osbpl6	0.314618968225028	-0.0305540567777336	0.449	0.465	1	Cck+/Vip+	0.764841162555044	-0.558465803698615
Reck	0.31477076292532	-0.0274427520637499	0.158	0.171	1	Cck+/Vip+	0.764841162555044	-0.470424295598539
Tyw3	0.314775504512883	-0.0131875848226152	0.069	0.081	1	Cck+/Vip+	0.764841162555044	-0.067041619357438
Esyt1	0.31486434106963	0.0056052198079242	0.023	0.02	1	Cck+/Vip+	0.764841162555044	0.464743921822907
Chrm2	0.314868893797513	0.00534001403575805	0.024	0.022	1	Cck+/Vip+	0.764841162555044	0.457239315786278
Slc39a1	0.314875219051693	-0.0108421200873671	0.06	0.069	1	Cck+/Vip+	0.764841162555044	-0.000671311248853951
Tbpl1	0.314917944754399	0.0319539803901651	0.289	0.279	1	Cck+/Vip+	0.764841162555044	1.21034257945425
Plagl2	0.315024164347464	-0.0112805190579559	0.044	0.052	1	Cck+/Vip+	0.764841162555044	-0.0130768163563042
Syncrip	0.315024228869767	-0.0376896256447793	0.497	0.502	1	Cck+/Vip+	0.764841162555044	-0.760383102696397
Macc1	0.315075667140606	-0.00339080350259154	0.004	0.007	1	Cck+/Vip+	0.764841162555044	0.210180794141613
Rab3b	0.315082702586154	-0.064950784815998	0.179	0.221	1	Cck+/Vip+	0.764841162555044	-1.53180017258449
Zfp287	0.315093218651872	-0.0146500229011012	0.021	0.033	1	Cck+/Vip+	0.764841162555044	-0.108424661447207
Tbc1d19	0.315134337906489	0.0262270962907285	0.24	0.235	1	Cck+/Vip+	0.764841162555044	1.04828724923776
Noxa1	0.315264780254564	-0.00286950040618398	0.002	0.004	1	Cck+/Vip+	0.764841162555044	0.224932261774687
Eif2b3	0.315267054532752	-0.0171564870255606	0.144	0.161	1	Cck+/Vip+	0.764841162555044	-0.179350816807154
Lcorl	0.31529013665415	-0.000950912303717244	0.297	0.297	1	Cck+/Vip+	0.764841162555044	0.279223115770712
Nmbr	0.315290219158	-0.0047289243800701	0.005	0.008	1	Cck+/Vip+	0.764841162555044	0.172315592593236
Trim54	0.315310082773886	-0.0100507516617959	0.008	0.008	1	Cck+/Vip+	0.764841162555044	0.0217222747399841
Hnrnpc	0.31540054781133	-0.00204959463535222	0.003	0.005	1	Cck+/Vip+	0.764841162555044	0.248133377447975
Klhl23	0.315421881650626	0.0276300275331117	0.12	0.103	1	Cck+/Vip+	0.764841162555044	1.08798640881702
Adgra1	0.315437186783483	-0.0202065274754533	0.079	0.09	1	Cck+/Vip+	0.764841162555044	-0.265658711938056
Ddit3	0.315469226732624	-0.0242120535087514	0.137	0.142	1	Cck+/Vip+	0.764841162555044	-0.379004264728398
Gar1	0.31547473425299	0.0109962015336164	0.059	0.05	1	Cck+/Vip+	0.764841162555044	0.617294123394831
Socs6	0.315514350622552	-0.012707246865493	0.037	0.047	1	Cck+/Vip+	0.764841162555044	-0.0534493543656235
Adamts8	0.315566434205738	0.00344500706562994	0.005	0.002	1	Cck+/Vip+	0.764841162555044	0.403615744054336
Gucy2d	0.315567260685802	-0.00304352856435841	0.003	0.005	1	Cck+/Vip+	0.764841162555044	0.220007735601248
Pced1b	0.315573648990659	-0.0437366481822219	0.298	0.316	1	Cck+/Vip+	0.764841162555044	-0.931497484813578
Lrrfip2	0.315679660152692	-0.0454473718889634	0.319	0.341	1	Cck+/Vip+	0.764841162555044	-0.979906338632087
Cenpv	0.315689759509	-0.0215977525617674	0.314	0.331	1	Cck+/Vip+	0.764841162555044	-0.305026618962798
AABR07029217.3	0.31570611784575	0.00542809334473205	0.006	0.002	1	Cck+/Vip+	0.764841162555044	0.459731721997612
Mpz	0.315718385783714	-0.00511170185024609	0.01	0.014	1	Cck+/Vip+	0.764841162555044	0.161484025505139
AABR07003933.1	0.315905623109025	-0.0147444246705369	0.14	0.158	1	Cck+/Vip+	0.764841162555044	-0.111095976188923
Vat1	0.315913230614054	0.0126010966122904	0.191	0.194	1	Cck+/Vip+	0.764841162555044	0.662708313279155
Fnbp1	0.315920374173672	0.01337158137804	0.374	0.362	1	Cck+/Vip+	0.764841162555044	0.684510948180149
Pdk3	0.315980339683046	-0.0234450236647668	0.076	0.088	1	Cck+/Vip+	0.764841162555044	-0.357299394768649
